2017;Coal;COilFFuelExDies;NaturalGas;Allbiofuel;Diesel;Electricity;PlantedForest;Cattle;RestAgri;Cement;IronSteel;NonFerrousMetals;Chemical;BovineMeat;RestFoodBeve;PaperPulp;RestIndus;Transp;RestComp;C;G;I;X;Tot_uses;Y;M
Coal;10.54;0;0;0;0;3810.327313;0;0;0;109.9259571;11228.78834;951.0986634;154.4187544;9.114208852;42.26160401;99.46575357;341.1053202;0;0;0;0;0;0;16757.04591;2026.470472;14730.57544
COilFFuelExDies;0;55085.1651;11.65604996;0;38745.32207;3710.949634;1.663415589;4.515691183;26.40909295;3028.792849;236.6390032;1727.452692;2701.416497;70.75019785;328.0610411;357.0160573;1564.084711;7181.368101;671.4582482;28386.37031;0;0;63911.11553;207750.2063;192781.1967;14969.00963
NaturalGas;0;10959.43407;2946.552638;0;1567.165114;13221.29054;0;0;0;4.04034882;1169.79757;591.0410799;2179.897753;151.9626708;704.6345244;818.3166599;4092.168364;1573.474286;135.9706482;556.8674429;0;0;0;40672.61371;33149.97729;7522.636419
Allbiofuel;0;0;0;2962.8143;0;3022.198286;178.9737728;485.8619175;2841.463692;286.4787266;2821.272973;10.80969352;64.93531464;397.6938656;1844.063587;9156.187758;3071.527907;3698.70075;174.8438953;18806.50035;0;0;729.9352566;50554.26204;49822.70374;731.5582999
Diesel;0;1351.561121;0.018144209;0.276555456;4.352498093;1006.620403;224.9331166;610.6282147;3571.133771;47.94724072;31.42315129;10.33411091;17.11143748;39.03033251;180.9794447;173.4600234;454.9677855;37810.63052;27.03003097;0;0;0;589.1806821;46151.61858;35261.41404;10890.20454
Electricity;0;1153.517731;60.86068646;641.2995782;151.6105087;9153.71154;125.5087024;340.7197482;1992.629508;513.8466264;2162.952801;2335.311934;1846.992462;417.1962105;1934.493858;1988.835389;5770.062039;175.8580151;11423.85341;11503.68072;0;0;13.36460863;53706.30608;50566.27534;3140.030737
PlantedForest;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250805.1853;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7914.71956;0
RestAgri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334930.1154;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60431.81538;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56361.65263;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18700.57534;0
Chemical;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267580.1544;0
BovineMeat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12169.40748;0
RestFoodBeve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;967245.0839;0
PaperPulp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37400.70329;0
RestIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1813861.258;0
Transp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459612.3998;0
RestComp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5456774.337;0
1 ktoe / ktons;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
