2030;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;C;G;I;X;Tot_uses;Y;M
Crude_oil;0;42940.3572029647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;787.576442419647;41929.2035516122
Liquid_fuels;117.094209033344;1666.5467252117;0;0;1253.43301222121;589.017209234443;576.047711609823;237.38798433864;436.113718725943;2086.3786895348;41.0531771385839;198.530165156419;159.805023440482;81.5660188382191;241.111401862011;670.487209417311;7725.76447028329;3651.95318648853;9333.86726137394;2624.67999074126;691.685899017635;10.9540764465324;3596.82398903375;18372.6491615508;0;0;0;0;51961.4855316936;10600.513476861
Gas_fuels;27.7386452759982;21.8370081695416;784.088383286985;0;1663.41914774994;145.414311551018;168.876550081484;589.631390914503;504.405062644616;2104.79549227734;668.930595766718;284.552365754015;121.930191225412;53.6234426460393;2331.42682262485;440.794256526577;500.686370631922;1.38821523115953;13.2564222792448;177.150587148682;398.661546936514;719.609452365792;5456.2162491712;9356.33680460979;0;0;0;0;563.853897664484;23475.7510232442
Solid_fuels;0;3435.56617994119;649.042952445584;208.528366408144;1911.70910272645;2667.15382687553;0.376721761350401;156.493113236348;119.714593330715;240.667230335673;17.6222288925909;30.8664365199908;8.32229497127525;4.61167799245005;308.410047057313;37.9088137133156;0;0;0;4.87576497649523;97.6813420995457;0.383555298450019;166.439487711333;37.1906519978729;0;0;0;0;4247.46790628804;3711.10583160403
Elec_heating;24.7043308952874;324.494663746647;8.05559220826629;0;847.790126730904;125.413233098946;688.099187532219;415.668630339849;241.922361134101;2111.79108830206;638.100475979017;559.172724966901;302.907231382227;139.828048120286;1879.41855365711;1149.41150430984;1261.50201798943;6.97810884683547;0;649.068730725726;833.085592109821;379.598868467441;13521.7422726302;18275.3024235597;0;0;-7028.88916524541;0;52130.8359418681;0
Steel_Iron;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20581.0246391529;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26381.5744604631;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5416.21034584835;0
OthMin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25001.9882138352;0
ChemicalPharma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99572.2452991991;0
Paper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20417.9745063559;0
Auto_indus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159362.999413236;0
OthEquip;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63301.321943434;0
Electronics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28068.3535461909;0
Food_industry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146486.3272495;0
OthManuf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230726.865733465;0
LandTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101279.749120825;0
NavalTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31396.8483278096;0
AirTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25673.8196088339;0
AgriForest_Fish;0;0;0;2680.4407752064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85840.5562988606;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367968.132567958;0
Property_business;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352530.524988909;0
Compo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2597314.94251719;0
ktoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
