2040;Crude_oil;Liquid_fuels;Gas_fuels;Solid_fuels;Elec_heating;Steel_Iron;NonFerrousMetals;Cement;OthMin;ChemicalPharma;Paper;Auto_indus;OthEquip;Electronics;Food_industry;OthManuf;LandTransp;NavalTransp;AirTransp;AgriForest_Fish;Construction;Property_business;Compo;C;G;I;X;Tot_uses;Y;M
Crude_oil;0;0.837939719914038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;762.071458773381;0
Liquid_fuels;0.142458673501796;0.0326007326007326;0;0;0.0233106427327409;0.0649373962636188;0.023745356858019;0.0337127259598334;0.00947904113986036;0.0169932869244604;0.000703690524064429;0.000957529739355798;0.0015734502066919;0.00223360097076191;0.00086870121478768;0.00223360099037174;0.0501633617663907;0.0992773544513385;0.32812422918292;0.0334872026160387;0.00164256580525487;0.0000108405722719113;0.00048313415564756;0;0;0;0;0;47529.3426902824;0
Gas_fuels;0.0352202577197175;0.0264905062267887;0.0953271028037383;0;0.0258881597584701;0.0111573929240921;0.00805650981627431;0.049536657578396;0.0153013184166511;0.0230942033684032;0.0362271507086759;0.00164715871614459;0.00174187459509237;0.00176237570547926;0.0161081259438816;0.0017623757313699;0.00887076949698015;0.0000749124523378733;0.000516340088121655;0.00309317679295574;0.000939688880700453;0.00170874318145592;0.00175850506495;0;0;0;0;0;6371.20734153846;0
Solid_fuels;0;0.0529304029304029;0.0682242990654206;0.0538573508005822;0.0320557423956377;0.180738503644059;0.0000165854863427642;0.0247473442904146;0.00172731999019587;0.00274664235008447;0.00123998173306714;0.000202780601173611;0.000118342131429827;0.000172016237728048;0.00175471425368959;0.000172016233985864;0;0;0;0.0000256487253104793;0.000230245587166125;8.26188591936066E-07;0.0000486608500745944;0;0;0;0;0;4227.18162826371;0
Elec_heating;0.0313675340762975;0.0062449073660283;0.00560747663551402;0;0.015474127859088;0.00910210605677672;0.0264785505606918;0.0671121999184118;0.00937375459805225;0.0234161375266579;0.0364115683428898;0.00346139128150618;0.00460465356656929;0.0049143894298338;0.0128621978483856;0.00491438961089068;0.0159767444809344;0.000329287714276855;0;0.00673344332096295;0.00196367378163294;0.00095389775582387;0.00461191915282837;0;0;0;0;0;53564.3036236944;0
Steel_Iron;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18927.4732805229;0
NonFerrousMetals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26186.5871857026;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5427.16725829898;0
OthMin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25052.5668617197;0
ChemicalPharma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87739.9677982581;0
Paper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19731.888865168;0
Auto_indus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169839.165844341;0
OthEquip;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67462.6089826469;0
Electronics;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29913.5042039951;0
Food_industry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143952.897954791;0
OthManuf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245894.332802049;0
LandTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119629.096440869;0
NavalTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37085.1688432411;0
AirTransp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30325.2710305061;0
AgriForest_Fish;0;0;0;2729.62893175678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74389.670228984;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447905.962003383;0
Property_business;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416400.203775554;0
Compo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3067883.18931382;0
ktoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
