;Crude_oil;Natural_gas;Coking_coal;Bituminous_coal;Coke;Other_coal;Gasoline;LPG;Jetfuel;Fuel;Fuel_oil;Heavy_fuel_oil;Other_fuel_prod;Electricty;HeatGeoSol_Th;Steel_Iron;NonFerrousMetals;Cement;OthMin;Buildings_constr;ChemicalPharma;Paper;Mining;TranspEquipment;Transport_serv;Agri_Forestry;Fishing;Food_industry;Composite;C;G;I;X;Tot_uses;Y;M
Crude_oil;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;16977.939532557100000000;1770.786799604380000000;5408.081815847730000000;24972.697989064000000000;9509.193678223810000000;4641.309343470370000000;3687.747987384520000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;52.798000000000000000;67020.555146152000000000;2406.288862392050000000;64614.266283759900000000
Natural_gas;9.803026273646980000;0.000000000000000000;0.000000000000000000;0.000000000000000000;1.437652503130420000;0.389136250376466000;213.270530168488000000;22.243961868446300000;67.934302266106000000;313.697697512241000000;119.450936513271000000;58.302393082489500000;46.324111762154200000;4190.677369388730000000;2510.912910021960000000;795.583909892615000000;215.829356912366000000;305.761212186572000000;1226.322688833330000000;39.548137233614800000;803.088693959012000000;871.723318275888000000;59.590791205343900000;461.717785494685000000;87.642168640035700000;209.668040808190000000;0.880626865479779000;2370.000000000000000000;10569.960033836500000000;14396.398570377200000000;0.000000000000000000;0.000000000000000000;2556.501449029640000000;42524.660811161500000000;636.220834368441000000;41888.439976793000000000
Coking_coal;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;2530.438610731810000000;684.925870920756000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;82.464018347433700000;3297.828500000000000000;0.000000000000000000;3297.828500000000000000
Bituminous_coal;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;4873.777143430460000000;10.859581782755800000;1589.703147538560000000;0.787870563352365000;301.725511037906000000;103.239958525209000000;0.000000000000000000;314.360354777593000000;31.514822534094600000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;264.000000000000000000;137.813987309706000000;409.692692943230000000;0.000000000000000000;0.000000000000000000;12.283254018036800000;8049.758324460910000000;159.334842399887000000;7890.423482061020000000
Coke;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;2701.628531054140000000;0.000000000000000000;0.000000000000000000;70.499932243869500000;0.000000000000000000;14.632249052801600000;0.000000000000000000;0.000000000000000000;5.320637017092950000;0.000000000000000000;0.000000000000000000;0.000000000000000000;21.000000000000000000;30.877702684044300000;0.000000000000000000;0.000000000000000000;0.000000000000000000;81.807529044682000000;2925.766581096630000000;2118.984030558690000000;806.782550537935000000
Other_coal;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;246.384495682259000000;66.690064944013100000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;450.483009804943000000;0.000000000000000000;344.313912279564000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;21.520000000000000000;74.902000000000000000;0.000000000000000000;0.000000000000000000;1.529000000000000000;1205.822482710780000000;1110.989036941570000000;94.833445769208800000
Gasoline;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.902262349739711000;0.902262349739711000;1.501728764478800000;3.003457528957600000;2.003295333752180000;51.206095146306700000;1.496926548070590000;1.607510925269250000;3.370292086768910000;235.809318976461000000;22.916159985766800000;2.955704281975900000;8.408197109534990000;254.636367764125000000;7821.059928554080000000;0.000000000000000000;0.000000000000000000;6661.198457072000000000;15072.977964777000000000;14127.283120625900000000;945.694844151094000000
LPG;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;6.465128919354530000;9.697693379031800000;9.231459521456990000;16.630036909741400000;0.000000000000000000;811.392313700819000000;15.085954647680700000;14.008106243194900000;16.162822298386300000;7.960698222803490000;286.627253783253000000;0.000000000000000000;91.000000000000000000;662.204191919067000000;1364.831752102740000000;0.000000000000000000;0.000000000000000000;1095.863870675100000000;4407.161282322630000000;1924.703488755240000000;2482.457793567390000000
Jetfuel;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;3225.749939776500000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;2.211487847910550000;0.000000000000000000;0.000000000000000000;0.000000000000000000;5084.664852755810000000;8312.626280380220000000;4347.489044569190000000;3965.137235811030000000
Fuel;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;24.547506829303900000;24.547506829303900000;40.856960408954400000;81.713920817908700000;54.502890318520700000;1393.144655397150000000;40.726308342944400000;43.734935218799000000;91.694248397459800000;7682.645222002470000000;2354.960037882910000000;255.960688173239000000;228.758604443582000000;6927.794314461000000000;15630.327706906300000000;0.000000000000000000;0.000000000000000000;2748.200456574220000000;37624.115963004100000000;21785.105734308400000000;15839.010228695700000000
Fuel_oil;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;128.408103813878000000;1.389115789004410000;12.816486544993500000;12.816486544993500000;42.834794433037000000;21.160627219184100000;28.456476875146000000;727.374061051779000000;7.000000000000000000;85.000000000000000000;4.000000000000000000;1587.857034061590000000;325.520239435046000000;41.985287507399600000;37.000000000000000000;3617.067233556170000000;6154.033213758480000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;12834.719160590700000000;8295.410845029270000000;4539.308315561430000000
Heavy_fuel_oil;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;0.000000000000000000;857.231934208152000000;0.640276361523653000;0.000000000000000000;13.754573809823700000;34.274443676718000000;319.894134839924000000;0.000000000000000000;311.759142478503000000;48.139208782641700000;12.607659499994600000;1.145714608668260000;752.623187873432000000;45.846579864144200000;0.000000000000000000;255.000000000000000000;117.507210462300000000;197.142092967562000000;0.000000000000000000;0.000000000000000000;7680.345141814390000000;10647.911301247700000000;3731.090284925930000000;6916.821016321850000000
