Quantities;Crude_oil;Gas;Fossil_fuels;Biofuels;Elec;Renew;Agri;Cattle;Cement;IronSteel;RestHeavIndus;FoodBevarage;RestManufIndus;TransRoadFreight;TransRoadPass;RestTrans;CommerceServ;Construction;Composite;C;G;I;X;Tot_uses;Y;M
Crude_oil;102.4696107;0;35803.33679;0;956.597519;0;0;0;0;8.206911356;0;0;95.74321246;0;0;0;0;0;0;0;0;0;66.26814281;37032.62219;35262.89185;1769.730343
Gas;0;14323.393;0;0;13672.72092;0;0;0;1735.010965;3365.891328;2973.567169;3402.192662;222.4574414;787.4275752;988.505329;0;2297.323036;36.6145056;255.1136707;11841.87912;0;0;2846.372687;58748.46942;58748.46942;0
Fossil_fuels;0;0;2279.334374;0;367.3022407;0;4358.485207;905.4672891;0;0;50.25449812;0;268.313628;5649.524798;951.0834497;1302.951131;611.9610985;172.9019009;256.1646436;7900.480224;0;0;9949.155003;35023.37949;34121.44392;901.9355624
Biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;679.1834769;155.9375876;0;13.56482641;0;0;1097.702397;0;0;1827.715297;3774.103585;3773.033438;1.070147071
Elec;0;0;0;0;798.4893781;0;116.4125322;0;247.8431526;931.0956907;1136.25435;1190.213677;2471.654268;398.6994036;114.452653;0;3948.079588;807.5535291;372.104857;4682.504535;0;0;8.54179E-12;17215.35761;16315.80594;899.5516735
Renew;0;0;0;9640.818655;1307.905305;645.939909;0;0;0;0;600.409128;465.9967314;0;0;0;0;275.9777841;0;0;599.876112;0;0;0;13536.92362;13536.92362;0
Agri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cattle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IronSteel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestHeavIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FoodBevarage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestManufIndus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TransRoadFreight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TransRoadPass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RestTrans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CommerceServ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Construction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Composite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ktoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
